PeriodId,SetCode,Year,Subject,Teacher
1,ZULU3E,3,ZULU,NWN
1,ENGL4E,4,ENGL,KMB
1,ENGL6E,6,ENGL,AEW
1,AFRI8C_2,8,AFRI,AST
1,GEOG9E,9,GEOG,CAE
1,MATH9R,9,MATH,JMJ
1,HIST10C,10,HIST,DAD
1,ENGL12E,12,ENGL,DBW
1,ENGL12R,12,ENGL,DJB
1,MATH1D,1,MATH,EKM
1,MATH1E,1,MATH,TKM
1,MATH1R,1,MATH,JYH
1,ENGL2D,2,ENGL,LM1
1,ENGL2E,2,ENGL,GNB
1,ENGL2R,2,ENGL,RJM
1,ENGL3D,3,ENGL,SLE
1,ENGL3R,3,ENGL,MBT
1,DART4D,4,DART,TPE
1,ENGL4R,4,ENGL,CES
1,CODI5E,5,CODI,ADT
1,SOCS5R,5,SOCS,LMK
1,DART6R,6,DART,CWM
1,MATH7E,7,MATH,CHS
1,PHYS7R,7,PHYS,MKN
1,AFRI8C_1,8,AFRI,MAD
1,ZULU8C,8,ZULU,SBM
1,ACCO10C,10,ACCO,LNB
1,PHYS10C_1,10,PHYS,JDB
1,INFT11C,11,INFT,CLB
1,LSCI11C,11,LSCI,CSE
2,LSCI11C,11,LSCI,CSE
2,STG1S1R,21,STG1,LOH
2,STG2S2E,22,STG2,JJF
2,STG2S2R,22,STG2,SCZ
2,STG4S4E,24,STG4,NHB
2,STG4S4R,24,STG4,NKH
2,STG3S3E,23,STG3,LAG
2,STG3S3R,23,STG3,KJE
2,STG5S5E,25,STG5,LDP
2,CMUSS5D,25,CMUS,JLG
2,ENGLS5R,25,ENGL,AFW
2,INFT11C,11,INFT,CLB
2,PHYS10C_1,10,PHYS,JDB
2,ACCO10C,10,ACCO,LNB
2,ZULU8C,8,ZULU,SBM
2,AFRI8C_1,8,AFRI,MAD
2,PHYS7R,7,PHYS,MKN
2,MATH7E,7,MATH,CHS
2,DART6R,6,DART,CWM
2,SOCS5R,5,SOCS,LMK
2,CODI5E,5,CODI,ADT
2,ENGL4R,4,ENGL,CES
2,DART4D,4,DART,TPE
2,ENGL3R,3,ENGL,MBT
2,ENGL3D,3,ENGL,SLE
2,ENGL2R,2,ENGL,RJM
2,ENGL2E,2,ENGL,GNB
2,ENGL2D,2,ENGL,LM1
2,MATH1R,1,MATH,JYH
2,MATH1E,1,MATH,TKM
2,MATH1D,1,MATH,EKM
2,ENGL12R,12,ENGL,DJB
2,ENGL12E,12,ENGL,DBW
2,HIST10C,10,HIST,DAD
2,MATH9R,9,MATH,JMJ
2,GEOG9E,9,GEOG,CAE
2,AFRI8C_2,8,AFRI,AST
2,ENGL6E,6,ENGL,AEW
2,ENGL4E,4,ENGL,KMB
2,ZULU3E,3,ZULU,NWN
3,ENGL5R,5,ENGL,AEW
3,MATH5E,5,MATH,KDL
3,MATH6E,6,MATH,ADT
3,AFRI7C_1,7,AFRI,AST
3,ZULU7C,7,ZULU,NWN
3,MATH12C,12,MATH,JMJ
3,HIST8D,8,HIST,DAD
3,ENGL9E,9,ENGL,DBW
3,ENGLS5R,25,ENGL,AFW
3,MATH2E,2,MATH,GNB
3,MATH2R,2,MATH,RJM
3,AFRI3R,3,AFRI,MBT
3,CMUS3E,3,CMUS,ALW
3,PHED3D,3,PHED,CRD
3,MATH4D,4,MATH,YSM
3,MATH4E,4,MATH,KMB
3,MATH4R,4,MATH,CES
3,AFRI1R,1,AFRI,JYH
3,ENGL1E,1,ENGL,TKM
3,ZULU1D,1,ZULU,MRM
3,MATH2D,2,MATH,LM1
3,STG3S3R,23,STG3,KJE
3,STG3S3E,23,STG3,LAG
3,STG4S4E,24,STG4,NHB
3,STG2S2R,22,STG2,SCZ
3,STG1S1R,21,STG1,LOH
3,NSCI6R,6,NSCI,LMK
3,AFRI7C_2,7,AFRI,TPE
3,DART8R,8,DART,TYS
3,ENBU8E,8,ENBU,LNB
3,ENGL9R,9,ENGL,CWM
3,GEOG10C,10,GEOG,CAE
3,INFT10C,10,INFT,CLB
3,LSCI10C_2,10,LSCI,CSE
3,PHYS10C_1,10,PHYS,JDB
3,VART10C,10,VART,AHN
3,CMUSS5E,25,CMUS,JLG
3,ENGLS5D,25,ENGL,TNM
3,LORI11R,11,LORI,LNH
3,MLIT12C,12,MLIT,MKN
3,STG2S2E,22,STG2,JJF
3,STG4S4R,24,STG4,NKH
4,STG4S4R,24,STG4,NKH
4,MLIT12C,12,MLIT,MKN
4,ZULU11C,11,ZULU,SBM
4,STG1S1R,21,STG1,LOH
4,ENGLS5D,25,ENGL,TNM
4,AFRI1D,1,AFRI,EKM
4,ENGL1R,1,ENGL,JYH
4,ZULU1E,1,ZULU,MRM
4,MATH3E,3,MATH,NLM
4,SOCS6R,6,SOCS,LMK
4,PUBS8D,8,PUBS,WOE
4,AFRI11C,11,AFRI,MAD
4,VART10C,10,VART,AHN
4,PHYS10C_1,10,PHYS,JDB
4,LSCI10C_2,10,LSCI,CSE
4,INFT10C,10,INFT,CLB
4,GEOG10C,10,GEOG,CAE
4,DART8R,8,DART,TYS
4,AFRI7C_2,7,AFRI,TPE
4,STG2S2E,22,STG2,JJF
4,STG2S2R,22,STG2,SCZ
4,STG4S4E,24,STG4,NHB
4,STG3S3E,23,STG3,LAG
4,STG5S5R,25,STG5,AFW
4,STG3S3R,23,STG3,KJE
4,ENGLS5E,25,ENGL,LDP
4,MATH2D,2,MATH,LM1
4,MATH4R,4,MATH,CES
4,MATH4E,4,MATH,KMB
4,MATH4D,4,MATH,YSM
4,PHED3D,3,PHED,CRD
4,AFRI3R,3,AFRI,MBT
4,MATH2R,2,MATH,RJM
4,MATH2E,2,MATH,GNB
4,ENGL9E,9,ENGL,DBW
4,HIST9R,9,HIST,DAD
4,MATH12C,12,MATH,JMJ
4,ENGL8E,8,ENGL,DJB
4,ZULU7C,7,ZULU,NWN
4,AFRI7C_1,7,AFRI,AST
4,MATH6E,6,MATH,ADT
4,MATH5E,5,MATH,KDL
4,ENGL5R,5,ENGL,AEW
5,ENGL8E,8,ENGL,DJB
5,HIST9R,9,HIST,DAD
5,TUTO7E,7,TUTO,MRM
5,TUTO7R,7,TUTO,KDL
5,LSCI8R,8,LSCI,CSE
5,DSTU12C,12,DSTU,VPA
5,PHYS12C,12,PHYS,JDB
5,ENGLS5E,25,ENGL,LDP
5,STG3S3R,23,STG3,KJE
5,STG5S5D,25,STG5,TNM
5,STG5S5R,25,STG5,AFW
5,TUTO4D,4,TUTO,YSM
5,TUTO4E,4,TUTO,KMB
5,TUTO4R,4,TUTO,CES
5,TUTO5E,5,TUTO,AEW
5,TUTO5R,5,TUTO,LMK
5,TUTO6E,6,TUTO,TPE
5,TUTO6R,6,TUTO,NWN
5,MATH8D,8,MATH,CHS
5,PUBS9E,9,PUBS,DBW
5,LORI10E,10,LORI,LNB
5,LORI10R,10,LORI,CWM
5,BSTU12C,12,BSTU,LNH
5,STG4S4R,24,STG4,NKH
5,STG3S3E,23,STG3,LAG
5,STG4S4E,24,STG4,NHB
5,STG2S2R,22,STG2,SCZ
5,STG2S2E,22,STG2,JJF
5,AFRI11C,11,AFRI,MAD
5,STG1S1R,21,STG1,LOH
5,ZULU11C,11,ZULU,SBM
6,STG4S4R,24,STG4,NKH
6,STG1S1R,21,STG1,LOH
6,STG2S2E,22,STG2,JJF
6,STG3S3E,23,STG3,LAG
6,STG3S3R,23,STG3,KJE
6,CMUSS5R,25,CMUS,JLG
6,MATHS5D,25,MATH,TNM
6,STG5S5E,25,STG5,LDP
6,STG2S2R,22,STG2,SCZ
6,STG4S4E,24,STG4,NHB
7,STG4S4E,24,STG4,NHB
7,ENGL1R,1,ENGL,JYH
7,CART2R,2,CART,LVM
7,ENGL2D,2,ENGL,LM1
7,MATH2E,2,MATH,GNB
7,CODI3R,3,CODI,MBT
7,ENGL3E,3,ENGL,NLM
7,MATH3D,3,MATH,SLE
7,PHED4C,4,PHED,CRD
7,PHED4C,4,PHED,MRM
7,AFRI6C,6,AFRI,TPE
7,DGDN8E,8,DGDN,CWM
7,MATH8R,8,MATH,CHS
7,BSTU10C,10,BSTU,LNH
7,DART10C,10,DART,TYS
7,FREN10C,10,FREN,WOE
7,LSCI10C_1,10,LSCI,MKN
7,AFRI12C_1,12,AFRI,MAD
7,STG1S1R,21,STG1,LOH
7,STG2S2R,22,STG2,SCZ
7,STG4S4R,24,STG4,NKH
7,STG3S3E,23,STG3,LAG
7,STG3S3R,23,STG3,KJE
7,STG5S5E,25,STG5,LDP
7,ZULU12C,12,ZULU,SBM
7,DART1E,1,DART,ALW
7,ENGL1D,1,ENGL,EKM
7,MATHS5D,25,MATH,TNM
7,STG2S2E,22,STG2,JJF
7,DSTU4C,4,DSTU,VPA
7,ENGL5E,5,ENGL,AEW
7,MATH5R,5,MATH,KDL
7,ZULU6C,6,ZULU,NWN
7,ENGL7E,7,ENGL,DBW
7,GEOG7R,7,GEOG,LMK
7,PHYS8D,8,PHYS,JDB
7,LSCI9R,9,LSCI,CSE
7,MATH9E,9,MATH,JMJ
7,ENGL11R,11,ENGL,DJB
7,MATHS5R,25,MATH,AFW
7,AFRI12C_2,12,AFRI,AST
8,AFRI12C_2,12,AFRI,AST
8,MATHS5R,25,MATH,AFW
8,ENGL11R,11,ENGL,DJB
8,MATH9E,9,MATH,JMJ
8,LSCI9R,9,LSCI,CSE
8,PHYS8D,8,PHYS,JDB
8,GEOG7R,7,GEOG,LMK
8,ENGL7E,7,ENGL,DBW
8,ZULU6C,6,ZULU,NWN
8,MATH5R,5,MATH,KDL
8,ENGL5E,5,ENGL,AEW
8,DSTU4C,4,DSTU,VPA
8,ENGL1D,1,ENGL,EKM
8,ZULU12C,12,ZULU,SBM
8,MATH3R,3,MATH,MBT
8,STG1S1R,21,STG1,LOH
8,CMUSS2R,22,CMUS,SCZ
8,STG2S2E,22,STG2,JJF
8,STG4S4E,24,STG4,NHB
8,STG3S3E,23,STG3,LAG
8,CMUS1R,1,CMUS,ALW
8,MATH1E,1,MATH,TKM
8,STG4S4R,24,STG4,NKH
8,STG5S5E,25,STG5,LDP
8,STG3S3R,23,STG3,KJE
8,MATHS5D,25,MATH,TNM
8,AFRI12C_1,12,AFRI,MAD
8,LSCI10C_1,10,LSCI,MKN
8,FREN10C,10,FREN,WOE
8,DART10C,10,DART,TYS
8,BSTU10C,10,BSTU,LNH
8,MATH8R,8,MATH,CHS
8,DGDN8E,8,DGDN,CWM
8,AFRI6C,6,AFRI,TPE
8,PHED4C,4,PHED,MRM
8,PHED4C,4,PHED,CRD
8,MATH3D,3,MATH,SLE
8,ENGL3E,3,ENGL,NLM
8,MATH2E,2,MATH,GNB
8,ENGL2D,2,ENGL,LM1
8,CART2R,2,CART,LVM
9,MATHS5D,25,MATH,TNM
9,ENGL2R,2,ENGL,RJM
9,DART1D,1,DART,ALW
9,CART2E,2,CART,LVM
9,MATH2D,2,MATH,LM1
9,MATH3D,3,MATH,SLE
9,MATH3E,3,MATH,NLM
9,AFRI4C_1,4,AFRI,CES
9,AFRI4C_2,4,AFRI,KMB
9,MATH1E,1,MATH,TKM
9,STG3S3E,23,STG3,LAG
9,MATH3R,3,MATH,MBT
9,PHED5C,5,PHED,CRD
9,PHED5C,5,PHED,MRM
9,NSCI6E,6,NSCI,LMK
9,ENGL8D,8,ENGL,CWM
9,MATH8E,8,MATH,CHS
9,AFRI10C_1,10,AFRI,MAD
9,ZULU10C,10,ZULU,SBM
9,MATH11C,11,MATH,JMJ
9,STG1S1R,21,STG1,LOH
9,CMUSS2E,22,CMUS,JJF
9,STG2S2R,22,STG2,SCZ
9,STG4S4E,24,STG4,NHB
9,STG4S4R,24,STG4,NKH
9,STG3S3R,23,STG3,KJE
9,STG5S5E,25,STG5,LDP
9,STG5S5R,25,STG5,AFW
9,MLIT11C,11,MLIT,MKN
9,VART12C,12,VART,AHN
9,ZULU1R,1,ZULU,NWN
9,ZULU4C,4,ZULU,YSM
9,DSTU5C,5,DSTU,VPA
9,ENGL6R,6,ENGL,AEW
9,CODI7E,7,CODI,CLB
9,MATH7R,7,MATH,KDL
9,ENBU8R,8,ENBU,LNB
9,DART9E,9,DART,TYS
9,GEOG9R,9,GEOG,CAE
9,AFRI10C_2,10,AFRI,AST
9,HIST12C,12,HIST,DAD
9,LSCI12C_1,12,LSCI,CSE
10,LSCI12C_1,12,LSCI,CSE
10,ZULU3R,3,ZULU,NWN
10,HIST12C,12,HIST,DAD
10,AFRI10C_2,10,AFRI,AST
10,GEOG9R,9,GEOG,CAE
10,DART9E,9,DART,TYS
10,ENBU8R,8,ENBU,LNB
10,MATH7R,7,MATH,KDL
10,CODI7E,7,CODI,CLB
10,ENGL6R,6,ENGL,AEW
10,DSTU5C,5,DSTU,VPA
10,ZULU4C,4,ZULU,YSM
10,VART12C,12,VART,AHN
10,MLIT11C,11,MLIT,MKN
10,STG5S5D,25,STG5,TNM
10,STG5S5R,25,STG5,AFW
10,ENGL1D,1,ENGL,EKM
10,ENGL1E,1,ENGL,TKM
10,MATH1R,1,MATH,JYH
10,DART2D,2,DART,ALW
10,STG4S4E,24,STG4,NHB
10,STG4S4R,24,STG4,NKH
10,STG3S3E,23,STG3,LAG
10,STG3S3R,23,STG3,KJE
10,MATHS5E,25,MATH,LDP
10,MATH11C,11,MATH,JMJ
10,ZULU10C,10,ZULU,SBM
10,AFRI10C_1,10,AFRI,MAD
10,MATH8E,8,MATH,CHS
10,ENGL8D,8,ENGL,CWM
10,NSCI6E,6,NSCI,LMK
10,PHED5C,5,PHED,MRM
10,PHED5C,5,PHED,CRD
10,AFRI4C_2,4,AFRI,KMB
10,AFRI4C_1,4,AFRI,CES
10,MATH3E,3,MATH,NLM
10,MATH3D,3,MATH,SLE
10,CART2E,2,CART,LVM
10,ENGL2R,2,ENGL,RJM
11,MATHS5E,25,MATH,LDP
11,STG5S5D,25,STG5,TNM
11,STG5S5R,25,STG5,AFW
12,MSBS1C_1,1,MSBS,EKM
12,MSBS1C_2,1,MSBS,JYH
12,MSBS1C_3,1,MSBS,TKM
12,AFRI2D,2,AFRI,LM1
12,DART2R,2,DART,ALW
12,ZULU2E,2,ZULU,MRM
12,AFRI3E,3,AFRI,NLM
12,ENGL3D,3,ENGL,SLE
12,ENGL3R,3,ENGL,MBT
12,CART4R,4,CART,LVM
12,CODI4E,4,CODI,ADT
12,ENGL4D,4,ENGL,YSM
12,AFRI5C,5,AFRI,TPE
12,SOCS6E,6,SOCS,LMK
12,LSCI7E,7,LSCI,MKN
12,DGDN8D,8,DGDN,CWM
12,AFRI9C_1,9,AFRI,MAD
12,ZULU9C,9,ZULU,SBM
12,MATH10C,10,MATH,CHS
12,BSTU11C,11,BSTU,LNH
12,DSTU11C,11,DSTU,VPA
12,LSCI12C_2,12,LSCI,CSE
12,PHYS11C,11,PHYS,JDB
12,ACCO12C,12,ACCO,LNB
12,DART12C,12,DART,TYS
12,GEOG12C,12,GEOG,CAE
12,INFT12C,12,INFT,CLB
12,ZULU5C,5,ZULU,NWN
12,MATH6R,6,MATH,KDL
12,ENGL7R,7,ENGL,DBW
12,ENGL8R,8,ENGL,DJB
12,HIST8E,8,HIST,DAD
12,MATH10C_2,,,JMJ
12,AFRI9C_2,9,AFRI,AST
13,AFRI9C_2,9,AFRI,AST
13,MATH10C_2,,,JMJ
13,HIST8E,8,HIST,DAD
13,ENGL8R,8,ENGL,DJB
13,ENGL7R,7,ENGL,DBW
13,MATH6R,6,MATH,KDL
13,ZULU5C,5,ZULU,NWN
13,INFT12C,12,INFT,CLB
13,GEOG12C,12,GEOG,CAE
13,DART12C,12,DART,TYS
13,ACCO12C,12,ACCO,LNB
13,PHYS11C,11,PHYS,JDB
13,LSCI12C_2,12,LSCI,CSE
13,PHYS7E,7,PHYS,MKN
13,DSTU11C,11,DSTU,VPA
13,BSTU11C,11,BSTU,LNH
13,MATH10C,10,MATH,CHS
13,ZULU9C,9,ZULU,SBM
13,AFRI9C_1,9,AFRI,MAD
13,DGDN8D,8,DGDN,CWM
13,SOCS6E,6,SOCS,LMK
13,AFRI5C,5,AFRI,TPE
13,ENGL4D,4,ENGL,YSM
13,CODI4E,4,CODI,ADT
13,CART4R,4,CART,LVM
14,CMUS7E,7,CMUS,ALW
14,LSCI8D,8,LSCI,MKN
14,PHYS8R,8,PHYS,JDB
14,SPSC9C_1,9,SPSC,TPE
14,SPSC9C_2,9,SPSC,TGK
14,ENGL10E,10,ENGL,CWM
14,ACCO11C,11,ACCO,LNB
14,DART11C,11,DART,TYS
14,GEOG11C,11,GEOG,CAE
14,HIST11C,11,HIST,DAD
14,VART11C,11,VART,AHN
14,LORI12C,12,LORI,LNH
14,HIST7R,7,HIST,ADT
14,GEOG8E,8,GEOG,LMK
14,DSTU9C,9,DSTU,VPA
14,ENGL10R,10,ENGL,DJB
14,FREN11R,11,FREN,WOE
14,ENGL12C,12,ENGL,DBW
15,MATH3D,3,MATH,SLE
15,ZULU3E,3,ZULU,NWN
15,ENGL5R,5,ENGL,AEW
15,TEST11R,11,TEST,DJB
15,MATH6E,6,MATH,ADT
15,ENGL1D,1,ENGL,EKM
15,ENGL1E,1,ENGL,TKM
15,ENGL1R,1,ENGL,JYH
15,LORI2D,2,LORI,LM1
15,MATH2E,2,MATH,GNB
15,MATH2R,2,MATH,RJM
15,PHED2D,2,PHED,CRD
15,MATH3R,3,MATH,MBT
15,MATH4D,4,MATH,YSM
15,MATH4E,4,MATH,KMB
15,MATH4R,4,MATH,CES
15,SOCS5E,5,SOCS,LMK
15,CART6R,6,CART,LVM
15,FREN7C,7,FREN,MLD
15,MUSC7C,7,MUSC,ALW
15,MUSC7C,7,MUSC,CHM
15,TEST8D,8,TEST,CWM
15,TEST8E,8,TEST,TPE
15,TEST8R,8,TEST,AHN
15,TEST9E,9,TEST,TGK
15,TEST9R,9,TEST,DBW
15,TEST10E,10,TEST,JDB
15,TEST10R,10,TEST,CLB
15,TEST12R,12,TEST,LNH
15,TEST12E,12,TEST,CSE
16,TEST12E,12,TEST,CSE
16,STG1S1R,21,STG1,LOH
16,STG2S2E,22,STG2,JJF
16,STG2S2R,22,STG2,SCZ
16,TEST12R,12,TEST,LNH
16,ZULU2E,2,ZULU,MRM
16,MATH3E,3,MATH,NLM
16,TEST10R,10,TEST,CLB
16,TEST10E,10,TEST,JDB
16,STG4S4E,24,STG4,NHB
16,STG4S4R,24,STG4,NKH
16,STG3S3E,23,STG3,LAG
16,STG3S3R,23,STG3,KJE
16,MATHS5D,25,MATH,TNM
16,MATHS5R,25,MATH,AFW
16,STG5S5E,25,STG5,LDP
16,TEST9R,9,TEST,DBW
16,TEST9E,9,TEST,TGK
16,TEST8R,8,TEST,AHN
16,TEST8E,8,TEST,TPE
16,TEST8D,8,TEST,CWM
16,MUSC7C,7,MUSC,CHM
16,MUSC7C,7,MUSC,ALW
16,FREN7C,7,FREN,MLD
16,CART6R,6,CART,LVM
16,SOCS5E,5,SOCS,LMK
16,MATH4R,4,MATH,CES
16,MATH4E,4,MATH,KMB
16,MATH4D,4,MATH,YSM
16,MATH3R,3,MATH,MBT
16,PHED2D,2,PHED,CRD
16,MATH2R,2,MATH,RJM
16,LORI2D,2,LORI,LM1
16,ENGL1R,1,ENGL,JYH
16,ENGL1E,1,ENGL,TKM
16,ENGL1D,1,ENGL,EKM
16,MATH6E,6,MATH,ADT
16,TEST11R,11,TEST,DJB
16,ENGL5R,5,ENGL,AEW
16,MATH3D,3,MATH,SLE
17,ENGL2R,2,ENGL,RJM
17,ENGL4E,4,ENGL,KMB
17,ENGL6E,6,ENGL,AEW
17,AFRI7C_1,7,AFRI,AST
17,ZULU7C,7,ZULU,NWN
17,ENGL8E,8,ENGL,DJB
17,GEOG8D,8,GEOG,LMK
17,MATH9E,9,MATH,JMJ
17,HIST10C,10,HIST,DAD
17,ENGL12C,12,ENGL,DBW
17,DSTUS5E,25,DSTU,VPA
17,MATH1D,1,MATH,EKM
17,MATH1R,1,MATH,JYH
17,MATHS5R,25,MATH,AFW
17,MATHS5D,25,MATH,TNM
17,STG3S3R,23,STG3,KJE
17,STG3S3E,23,STG3,LAG
17,STG4S4R,24,STG4,NKH
17,STG4S4E,24,STG4,NHB
17,MATH3E,3,MATH,NLM
17,STG2S2R,22,STG2,SCZ
17,STG2S2E,22,STG2,JJF
17,STG1S1R,21,STG1,LOH
17,MATH3D,3,MATH,SLE
17,ENGL4R,4,ENGL,CES
17,LORI4D,4,LORI,YSM
17,CMUS5R,5,CMUS,ALW
17,PUBS5E,5,PUBS,MLD
17,LORI6R,6,LORI,ADT
17,AFRI7C_2,7,AFRI,TPE
17,MATH8R,8,MATH,CHS
17,ENGL9R,9,ENGL,CWM
17,ACCO10C,10,ACCO,LNB
17,PHYS10C_1,10,PHYS,JDB
17,INFT11C,11,INFT,CLB
17,LSCI11C,11,LSCI,CSE
17,LORI12C,12,LORI,LNH
17,ZULU1E,1,ZULU,MRM
17,ENGL2D,2,ENGL,LM1
17,ENGL2E,2,ENGL,GNB
17,ENGL3R,3,ENGL,MBT
18,ENGL3R,3,ENGL,MBT
18,ZULU1D,1,ZULU,MRM
18,CART3E,3,CART,LVM
18,ENGL2E,2,ENGL,GNB
18,ENGL2D,2,ENGL,LM1
18,AFRI4C_1,4,AFRI,CES
18,AFRI4C_2,4,AFRI,KMB
18,LORI5E,5,LORI,ADT
18,MATH5R,5,MATH,KDL
18,SOCS6R,6,SOCS,LMK
18,MATH7E,7,MATH,CHS
18,MATH1E,1,MATH,TKM
18,MATH1R,1,MATH,JYH
18,FREN8C,8,FREN,WOE
18,FREN8C,8,FREN,MLD
18,MUSC8C,8,MUSC,ALW
18,MUSC8C,8,MUSC,CHM
18,VART8C,8,VART,AHN
18,AFRI9C_1,9,AFRI,MAD
18,ZULU9C,9,ZULU,SBM
18,ENGL10E,10,ENGL,CWM
18,MATH11C,11,MATH,JMJ
18,MLIT11C,11,MLIT,MKN
18,BSTU12C,12,BSTU,LNH
18,STG2S2E,22,STG2,JJF
18,STG2S2R,22,STG2,SCZ
18,STG4S4E,24,STG4,NHB
18,STG4S4R,24,STG4,NKH
18,STG3S3E,23,STG3,LAG
18,STG3S3R,23,STG3,KJE
18,MATHS5E,25,MATH,LDP
18,ENGLS5D,25,ENGL,TNM
18,ENGLS5R,25,ENGL,AFW
18,AFRI3D,3,AFRI,NLM
18,ENGL6E,6,ENGL,AEW
18,ZULU4C,4,ZULU,YSM
18,ENBU7R,7,ENBU,LNB
18,AFRI9C_2,9,AFRI,AST
18,ENGL2R,2,ENGL,RJM
18,ENGL10R,10,ENGL,DJB
18,DSTU12C,12,DSTU,VPA
18,STG1S1R,21,STG1,LOH
18,PHYS12C,12,PHYS,JDB
19,PHYS12C,12,PHYS,JDB
19,STG1S1R,21,STG1,LOH
19,ZULU6C,6,ZULU,NWN
19,GEOG7R,7,GEOG,LMK
19,DSTU12C,12,DSTU,VPA
19,ENGL10R,10,ENGL,DJB
19,AFRI9C_2,9,AFRI,AST
19,ZULU4C,4,ZULU,YSM
19,AFRI3D,3,AFRI,NLM
19,ENGLS5R,25,ENGL,AFW
19,ENGLS5D,25,ENGL,TNM
19,MATHS5E,25,MATH,LDP
19,ENGL1D,1,ENGL,EKM
19,ENGL1R,1,ENGL,JYH
19,AFRI2E,2,AFRI,GNB
19,AFRI2R,2,AFRI,RJM
19,MATH2D,2,MATH,LM1
19,MATH3R,3,MATH,MBT
19,NSCI5E,5,NSCI,MRM
19,AFRI6C,6,AFRI,TPE
19,STG4S4R,24,STG4,NKH
19,STG3S3R,23,STG3,KJE
19,STG3S3E,23,STG3,LAG
19,STG4S4E,24,STG4,NHB
19,STG2S2R,22,STG2,SCZ
19,STG2S2E,22,STG2,JJF
19,BSTU12C,12,BSTU,LNH
19,MLIT11C,11,MLIT,MKN
19,MATH11C,11,MATH,JMJ
19,ENGL10E,10,ENGL,CWM
19,ZULU9C,9,ZULU,SBM
19,AFRI9C_1,9,AFRI,MAD
19,VART8C,8,VART,AHN
19,MUSC8C,8,MUSC,CHM
19,MUSC8C,8,MUSC,ALW
19,FREN8C,8,FREN,MLD
19,FREN8C,8,FREN,WOE
19,MATH1E,1,MATH,TKM
19,MATH7E,7,MATH,CHS
19,MATH5R,5,MATH,KDL
19,AFRI4C_2,4,AFRI,KMB
19,AFRI4C_1,4,AFRI,CES
19,CART3E,3,CART,LVM
20,CMUSS1R,21,CMUS,LOH
20,STG2S2E,22,STG2,JJF
20,STG2S2R,22,STG2,SCZ
20,STG4S4E,24,STG4,NHB
20,STG4S4R,24,STG4,NKH
20,STG3S3E,23,STG3,LAG
20,STG3S3R,23,STG3,KJE
20,STG5S5D,25,STG5,TNM
20,STG5S5E,25,STG5,LDP
20,STG5S5R,25,STG5,AFW
21,CART1R,1,CART,LVM
21,MATH1D,1,MATH,EKM
21,MATH1E,1,MATH,TKM
21,AFRI2D,2,AFRI,LM1
21,MATH2E,2,MATH,GNB
21,ENGL3E,3,ENGL,NLM
21,ENGL3R,3,ENGL,MBT
21,DART4R,4,DART,TPE
21,STG3S3R,23,STG3,KJE
21,ENGL4D,4,ENGL,YSM
21,CODI5R,5,CODI,ADT
21,FREN6C,6,FREN,MLD
21,MUSC6C,6,MUSC,ALW
21,MUSC6C,6,MUSC,CHM
21,MATH8D,8,MATH,CHS
21,CODI9E,9,CODI,CLB
21,PHYS9R,9,PHYS,JDB
21,AFRI10C_1,10,AFRI,MAD
21,ZULU10C,10,ZULU,SBM
21,ACCO11C,11,ACCO,LNB
21,DART11C,11,DART,TYS
21,GEOG11C,11,GEOG,CAE
21,HIST11C,11,HIST,DAD
21,VART11C,11,VART,AHN
21,MLIT12C,12,MLIT,MKN
21,STG1S1R,21,STG1,LOH
21,STG2S2E,22,STG2,JJF
21,STG2S2R,22,STG2,SCZ
21,STG4S4E,24,STG4,NHB
21,STG4S4R,24,STG4,NKH
21,STG3S3E,23,STG3,LAG
21,CODIS5E,25,CODI,MRM
21,STG5S5D,25,STG5,TNM
21,ZULU2R,2,ZULU,NWN
21,ENGL3D,3,ENGL,SLE
21,ENGL4E,4,ENGL,KMB
21,ENGL5E,5,ENGL,AEW
21,ENGL7E,7,ENGL,DBW
21,MATH7R,7,MATH,KDL
21,ENGL8R,8,ENGL,DJB
21,GEOG8E,8,GEOG,LMK
21,AFRI10C_2,10,AFRI,AST
21,FREN11R,11,FREN,WOE
21,MATH12C,12,MATH,JMJ
21,DSTUS5R,25,DSTU,VPA
22,DSTUS5D,25,DSTU,VPA
22,MATH12C,12,MATH,JMJ
22,FREN11R,11,FREN,WOE
22,AFRI10C_2,10,AFRI,AST
22,GEOG8E,8,GEOG,LMK
22,ENGL8R,8,ENGL,DJB
22,MATH7R,7,MATH,KDL
22,ENGL7E,7,ENGL,DBW
22,ENGL5E,5,ENGL,AEW
22,ENGL4E,4,ENGL,KMB
22,ENGL3D,3,ENGL,SLE
22,AFRI1E,1,AFRI,TKM
22,MATH1D,1,MATH,EKM
22,STG4S4R,24,STG4,NKH
22,ENGL2E,2,ENGL,GNB
22,MATH2D,2,MATH,LM1
22,STG1S1R,21,STG1,LOH
22,STG2S2E,22,STG2,JJF
22,STG2S2R,22,STG2,SCZ
22,STG4S4E,24,STG4,NHB
22,STG3S3E,23,STG3,LAG
22,STG3S3R,23,STG3,KJE
22,CODIS5R,25,CODI,MRM
22,ENGLS5E,25,ENGL,LDP
22,MATH2R,2,MATH,RJM
22,MLIT12C,12,MLIT,MKN
22,VART11C,11,VART,AHN
22,HIST11C,11,HIST,DAD
22,GEOG11C,11,GEOG,CAE
22,DART11C,11,DART,TYS
22,ACCO11C,11,ACCO,LNB
22,ZULU10C,10,ZULU,SBM
22,AFRI10C_1,10,AFRI,MAD
22,PHYS9R,9,PHYS,JDB
22,CODI9E,9,CODI,CLB
